french,ewe,source,type,french_length,ewe_length
Quelques plaisanteries pour détendre l’atmosphère avant de nous poser la question,nyavivina aɖewo ko,https://leschroniquesdetchonte.com/,Blog,11,3
Qu’Allah nous garde et nous aide à ne pas perdre tous les acquis de ce mois de Ramadan,allah nekpɔ miata eye woave mia nu be miaga bu nu siwo miexɔ le ɣleti sia mee o,https://leschroniquesdetchonte.com/,Blog,18,18
5- Faites le ménage,5- Miɖɔ nuwo ɖo,https://leschroniquesdetchonte.com/,Blog,4,4
"Son premier livre €œà‰coute le chant du vent€_x009d_ a rencontré un succès,",eƒe agbãlɛ gbãtɔ «écoute le chant du vent» kpɔ ŋugɔ yiyi nae,https://leschroniquesdetchonte.com/,Blog,12,12
Le Cheikh Safiyyu l’a écrit en tenant compte de diverses sources et en expliquant parfois les divergences,Cheik safiyyue ŋlɔe to numekuku geɖe kple numeɖeɖde kuɖe vovototoawo ŋue,https://leschroniquesdetchonte.com/,Blog,17,11
"Toute trace de colère a disparu,",domedzoewo dzo,https://leschroniquesdetchonte.com/,Blog,6,2
Ne faut-il pas éduquer et diriger par l’exemple ,womehea ame aganɔ nu ta kpɔm o,https://aphtalcisse.tg/,Blog,8,7
Je ne m'en lasse pas. ,metsiam o,https://ellecitoyenne.com/,"Blog, News",5,2
Les cours d'éducation sexuelle sont le second moyen. ,mɔnu evelia enye nufiafia le gbɔdɔdɔ ŋu,https://ellecitoyenne.com/,"Blog, News",8,7
"Le fait que les victimes soient montées peinardes dans un train surchargé sans tenir compte de leur propre sécurité"" ?",esime hahomɔzɔmɔnuwo mele dedie le kamalo o abe ale sie nyadzɔdzɔgbalẽwo ɖenae fiana gbe sia gbe la,https://ellecitoyenne.com/,"Blog, News",20,17
"L’entreprise construit des écoles, en rénove certaines, offre des kits scolaires et sensibilise les communautés sur l’importance de l’éducation","dɔwɔƒea tuna sukuxɔwo, edzrana ɖewo ɖo eye woga nana sukunuwo elabe enya vevenyenye na sukudede",https://leschroniquesdetchonte.com/,Blog,19,15
"Pour le Cheikh Safiyyu, elle a également appris aux musulmans à dominer leur âme et à se départir de l’orgueil",esia fia mɔslɛmtɔwo be woaɖu woƒe liʋɔ̃ dzi eye be woate ɖa le dada gbɔ,https://leschroniquesdetchonte.com/,Blog,20,15
"Elles doivent se réjouir de ma stérilité,",anye dzidzɔ nawó be menye ko nɔ,https://leschroniquesdetchonte.com/,Blog,7,7
»« Il faut exiger de chacun ce que chacun peut donner,miabia tso ame ɖe sia ɖe si nu si woate ŋu ana la,https://leschroniquesdetchonte.com/,Blog,11,13
"J'en reçois aussi parfois,",nye hã mexɔna ɖewo ɣeaɖoyi,https://leschroniquesdetchonte.com/,Blog,4,5
"""On envie la stabilité de leur emploi, la régularité de leur paye et beaucoup d'autres avantages réels ou imaginaires. """,ele abe wodea fiɔhadɔwɔlawo dzi le go aɖewo me le kamalo  ene eye ele eteƒe le go aɖewo me,https://ellecitoyenne.com/,"Blog, News",20,19
Audrey sortit son téléphone pour prendre un selfie qu’elle posta sur instagram avec en légende « cinema with an old friend »,"Audrey ɖe eƒe kaƒomɔa to heɖe woɖokuiwo foto si woda da ɖe instagram dzi kple nyanyanana sia be "" Le sinima kple nye xɔ̃ xoxo aɖe """,https://leschroniquesdetchonte.com/,Blog,22,27
Pourquoi nous presser ?,Nukata mia tsi dzi ma hã?,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,4,6
"""Cependant, un citoyen qui détruit un édifice public et s'attaque à l'armée légitime la répression. """,ke dumevi siwo le duxɔwo gbãm la le kpe ɖom edzi ko be gbadagbawo ƒe tohehe le eteƒe,https://ellecitoyenne.com/,"Blog, News",16,18
"Les"" born again"" ou les personnes appartenant à une église autre que les églises classiques (à l'instar des Témoins de Jéhovah) sont rejetées par le plus grand nombre. ",amewo tsri jewovah ɖaseƒowo kple amesiwo meyia gbɔgbɔme sɔlemewo o la ƒe nya,https://ellecitoyenne.com/,"Blog, News",28,13
"La route Lomé-Kpalimé est en construction,",wole mɔ si tso Lomé yi kpaliméa dom,TakwimuLab,Daily lfe,6,8
"Qu'en sera-t-il si la relation bat de l'aile,",ale woanɔ ne ɖekawɔwɔa meganyo o,https://leschroniquesdetchonte.com/,Blog,8,6
"Il faut donc encourager ses collaborateurs à apprendre, augmenter leur capacité à ajouter de la valeur",do ŋusẽ dɔwɔtɔwo hena tutuɖo yeye xɔxɔ,https://leschroniquesdetchonte.com/,Blog,16,7
"Dans un Nigéria des années 80-90 qui prône le contrôle des naissances, Mr Agwu a décidé d'avoir une grande famille,","le ƒe 80-90 mela, esime Nigeria ɖoe be woaɖiɖi vi dzidzi la, aƒetɔ Agwu ɖoe be yeado ƒome gãɖe",https://leschroniquesdetchonte.com/,Blog,20,19
"C’est ce qu’il nous aura fallu pour (re)découvrir les routes du Ghana, du Togo et du Bénin","esiae kplɔ mi yi ghana, Togo kple benin",https://leschroniquesdetchonte.com/,Blog,17,8
"J'ai eu un coup de foudre immédiat pour les images de l'école,",sukua ƒe nɔnɔme tataɖewo do dzidzɔ nam enumake,https://leschroniquesdetchonte.com/,Blog,12,8
"Il faut arriver à  se concentrer sur le travail lui-même,",midɔ la dze agbagba akpɔ dɔ si wɔm miele la lagbɔ,https://leschroniquesdetchonte.com/,Blog,10,11
Il invita sa femme.,Ekpe srɔa hã.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,4,3
""""" De nombreux cas d'escroquerie sont dénoncés, mais restent sans suite, car ils ne peuvent être punis. """,woɖe ama ametaƒu ƒe wɔna geɖewo gake tohehe aɖeke meli o,https://ellecitoyenne.com/,"Blog, News",18,11
"que ce pays ou territoire soit indépendant, sous tutelle, non autonome ou soumis à une limitation quelconque de souveraineté.","eɖa nye be dua le amedziɖuɖu te loo, xɔ ablɔɖe loo alo le nɔnɔme aɖe me loo o",https://www.ohchr.org/EN/UDHR/Pages/Language.aspx?LangID=ewe,Human Rights,19,18
"""Il est blogueur et enseignant, passionné par tout ce qui a trait à l éducation et au développement social. """,enye nufiala k̂ple yaʋalanuŋlɔla eye hehenana kpleŋgɔgedede ƒe nyawo dzɔadzi nɛ alegbegbe,https://ellecitoyenne.com/,"Blog, News",20,12
"Il n'y avait pas vraiment de raison hautement spirituelle derrière ce qu'elle faisait,",gbɔgbɔme susu tɔxɛ aɖeke menɔ esi le nusi wɔm wole o,https://leschroniquesdetchonte.com/,Blog,13,11
"
C’est lui",eyae fia nu siwo katã menya la ƒe akpa gãtɔm,https://aphtalcisse.tg/,Blog,2,10
Il suffit qu’elle voit le visage de son ange pour que tout disparaisse comme par magie,esu ko be woakpɔ eƒe vidzĩ la mo ko eye eƒe vevesesewo katã nabu,https://leschroniquesdetchonte.com/,Blog,16,14
"Classé troisième, le Centre a obtenu 625 euros, environ 410 000 francs pour organiser des ateliers de lecture et d’art","esi mienye ame etɔ̃lia la, miexɔ ga home Euro alafa adẽ bla eve vɔ atɔ̃ sienye frã akpe alafa ene kple ewo hena nuxexlẽɖoɖowo kple nutataɖoɖowo wɔwɔ",https://leschroniquesdetchonte.com/,Blog,20,27
Il avait donc pris une femme pendant ton absence,ke eɖe srɔ̃ le megbe woa,https://aphtalcisse.tg/,Blog,9,6
"Le premier livre qu'elle y a emprunté était « Le petit prince » donc naturellement j'étais déjà  fan,",agbãlɛ gbãtɔ si woxɔ la enye « Le petit prince » eye edo dzidzɔ nam,https://leschroniquesdetchonte.com/,Blog,18,15
Il n’y en n’a pas eu,miete ŋu wɔe o,https://leschroniquesdetchonte.com/,Blog,6,4
"La société d’édition aurait, elle, déjà déboursé 1,23 million de livres sterling pour préparer le procès et espérer gagner face à Meghan Markle","ke nyakakadɔwɔƒea ya za pɔŋu miliɔn 1,23 hena kodzoa dzadzraɖo",https://l-frii.com/,News,23,10
"Il l'a aidée à  combler ses lacunes grâce à  des cours au téléphone,",ekpeɖeŋu wowɔ esiawo to kaƒomɔ nufiafia dzi,https://leschroniquesdetchonte.com/,Blog,13,7
Cliquez pour partager sur Telegram(ouvre dans une nouvelle fenêtre) PREV STORY  Cliquez pour partager sur Pocket(ouvre dans une nouvelle fenêtre)   . ,miezi edzi alebe miama ŋutinhya si vayi la le telegram kple pocket dzi,https://ellecitoyenne.com/,"Blog, News",21,13
" Je pense que tu es prêt à comprendre,  Si l’on t’explique",esɔgbe ase nu gɔme ne woɖe eme na wo,https://aphtalcisse.tg/,Blog,11,9
"C'est sûr, répondit l'homme.","Nutsua ɖo rŋu be, meka ɖe edzi nawo.",https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,4,8
"Finalement je vais me contenter de vous dire que la fête était belle,",mlɔeba la medi ko be magblɔ na mi be azã vivi,https://leschroniquesdetchonte.com/,Blog,13,11
Je ne suis pas un lézard ordinaire.,Menye doglo gbɔlo me nye o.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,7,6
"""Si toi, un professionnel du domaine peut en parler, ça nous sera d'une grande aide. ""","ne wò abe dɔ soa wɔla ene ateŋu àƒonu la ,akpe ɖe míaŋu geɖee",https://ellecitoyenne.com/,"Blog, News",16,14
" Au fond, c’était la première fois que j’ai osé demander ce qui s’était vraiment passé",zi gbãtɔe nye esia mebiae nu si tututue dzɔ la,https://aphtalcisse.tg/,Blog,15,10
" Ce que j’ai pu faire de mal, elle le souligne avec tellement de calme et de révérence que je m’en excuse moi-même sur le champ","ne mewɔ nane si menyo o la, egblɔnae kple bɔbɔenye kple bubu alebe nye ŋutɔ medɛ kuku ane enumake",https://aphtalcisse.tg/,Blog,25,19
"Hier, Louane posait en petite robe noire et bottines cow-boy, trop canon, alors que cet été elle adoptait la tendance tie & dye très en vue","tsɔ la, eɖe eɖokui fia kple saya yibɔ aɖe si wodo ɖe sɔdolawpo ƒe afɔkpa dzi le esime ŋkeke siawo me la tie  dye wolɔ̃a dodo hafi",https://l-frii.com/,News,26,27
"Après Arthur, Ivan Rakitic ou encore Arturo Vidal, c’est Nelson Semedo qui a quitté le FC Barcelone","to vo na Arthur, Ivan Rakitic alo Arturo Vidal la,  Nelson Semedo hã dzo le Barcelona",https://l-frii.com/,News,17,16
Vous n’avez pas à nous imposer une façon de manifester nos sentiments,miafia ale si mialɔ̃ mi mí o,https://aphtalcisse.tg/,Blog,12,7
On pose une question simple au guide : Y a pas un endroit ici où on vend la bière ?,bia mɔfiala la be womedzrana biya le afi sia oa?,https://aphtalcisse.tg/,Blog,20,10
"""Au Nigeria, en Ethiopie et au Kenya, la loi protege les droits conjugaux, mais précise qu'un viol ne peut survenir qu'hors mariage. ""","  le Nigeria, en Ethiopie et au Kenya se la kpɔ srɔ̃tɔwo ta gake ɖee gblɔ e wamteŋu ƒonu le akpasese gbɔdɔdɔ ŋu le srɔ̃tɔ eve dome o",https://ellecitoyenne.com/,"Blog, News",23,27
"Parce que j'aime les histoires qui me laissent avec une énigme non résolue: Debout Payé de Gauz, Half of a Yellow Sun(La moitié du soleil) de Chimamanda Ngozi Adichie,","Elabena melɔ̃a alobalo si gɔme wome ɖe o: Debout Payé Gauz tɔ, Half of a Yellow Sun(La moitié du soleil) Chimamanda Ngozi Adichie tɔ",https://leschroniquesdetchonte.com/,Blog,29,24
J'en prends de la graine. ,mexɔ kuɖiuɖia,https://ellecitoyenne.com/,"Blog, News",5,2
"C'est drôle parce que c'est exactement ce que je voulais écrire pour l'édition précédente,",elabe nusia medi be maŋlɔ le nye tata si va yi me,https://leschroniquesdetchonte.com/,Blog,14,12
"
Vois-tu, fils, il y a des silences qu’on arbore lorsqu’on ignore quels mots utiliser pour dorénavant exprimer sa pensée, ou tout simplement lorsqu’on estime avoir déjà tout dit",nye be ɖoɖuizizi aɖewo gɔmee nye be meganya nya si nagblɔ alo negblɔ wo katã va yi xoxo vɔe,https://aphtalcisse.tg/,Blog,28,19
"""Vous remarquez l'absence du certificat de perte qui s'explique par le caractere nouveau du systeme d'identification : tout demandeur d'une CNI est traité comme ""nouveau client""€_x009d_, vierge de toute ancienne possession. """,nenye be wò dumevinyenye gbalẽ la bu eye wòle be nagawɔ yeye la; woabu wò abe amesi le ewɔge zi gbãtɔ la ene,https://ellecitoyenne.com/,"Blog, News",32,23
"Aujourd’hui, je repense au sourire moqueur de ma mère lorsque je lui en ai parlé, elle qui a travaillé dans l’éducation pendant une trentaine d’années, d’institutrice à conseillère pédagogique","esi megblɔe na dada la ekom, elabe efianu ƒè geɖe hezu hehenuxlɔamela",https://leschroniquesdetchonte.com/,Blog,29,12
Admettons qu'un Camerounais lambda pense que le niveau d'éducation de son peuple est au plus bas et qu'il aime  publications qui vont dans le même sens. ,kamaloviwo nya be yewo ƒe hehenana meganye adodui o eye amesiwo hã gblɔa alea la ƒe nu doa dzudzɔ na wo,https://ellecitoyenne.com/,"Blog, News",26,21
"""Passons sur les affirmations erronées des universitaires sur la capacité des disques durs de ces appareils ou sur la chaleur qu'ils produisent, passons également sur le fait que la dépense pour leur achat a été investie en entier dans l'économie chinoise. """,wonɔa ga xɔm de gome le amesiwo dze se aɖe me la síe,https://ellecitoyenne.com/,"Blog, News",42,13
" Comme je le suis, actuellement",abe ale si melii egbe ene,https://aphtalcisse.tg/,Blog,5,6
" De retour au bureau, je tombe sur un agent commercial de ladite banque, en prospection",esi meva dɔwɔƒe lamekpɔ gadzraɖoƒe ma dɔwɔla aɖe va nu me ku ge,https://aphtalcisse.tg/,Blog,15,13
"Il faut une professionnalisation, un contenu de qualité, et une meilleure structuration des acteurs du domaine",miawɔ dɔ nyui aŋlɔ nu adoɖui kple ɖoɖonyuitɔ le dɔwɔwɔ me,https://leschroniquesdetchonte.com/,Blog,16,11
"Voici comment distinguer la Covid-19 de la grippeOutre la difficulté à distinguer les malades du coronavirus de ceux de la grippe, ainsi que le risque de saturation des hôpitaux, les médecins s’inquiètent du risque de contracter les deux maladies respiratoires simultanément","to vovona koronadɔa léle la, dɔyɔlawo le vɔvɔm be amewo nagalé dɔ veawo ɖe du o",https://l-frii.com/,News,41,16
"Les médecins sont mal payés,",Wo mexea fẽ na dɔyɔlawo nyuie o,TakwimuLab,Daily lfe,5,7
Tout ce qui revient à dire qu’elle a agi de manière indésirable est grotesque et pathétique,ne wobe ewɔ finu la nya sia nye amegblenya ko,https://l-frii.com/,News,16,10
Comment j’ai vécu ma foi et mes questionnements,ale sie menɔ nye xɔsegbe kple nye nyabiabiawoe,https://leschroniquesdetchonte.com/,Blog,8,8
" Lorsque j’ai ressorti mes doigts de l’intérieur de son sexe, c’était pour desserrer ma ceinture, et baisser mon pantalon","esi meɖe alɔ le ɖome nae la, metsɔe ʋu nye bɛlɛti heɖiɖi nye atawui lae",https://aphtalcisse.tg/,Blog,19,15
David m’a dit de prêter attention et que c’était peut être mon car,David gblɔ nam be maɖo ŋu ɖo elabe ate ŋu anye nye ʋu la,https://leschroniquesdetchonte.com/,Blog,13,14
Et j’étais fier d’avoir été choisi pour faire les photos du mariage,eye dzidzɔ wonye nam be nyee le fotoawo ɖe ge,https://aphtalcisse.tg/,Blog,12,10
"à€ vrai dire, je ne m'attendais pas à  grand-chose,",le nyateƒe me nye me tɔte kpɔ naneke o,https://leschroniquesdetchonte.com/,Blog,9,9
"
Par on ne sait quelle magie, deux jeunes filles fainéantes et feignasses, incapables de réussir quoi que ce soit par elles-mêmes sans y laisser un poil pubien, se retrouvent au rayon frais du Supermarché précité, pour y acheter des spécimens marins avec l’argent de notre crédit de communication","mienya ale si wɔ ɖetugbui eve aɖe siwo menya naneke wɔwɔ o eye negbe woake ata ko la, va do go wo nɔewo le fiasea ƒe lã dzraƒe alebe woatsɔ miaƒe ga afle lãe",https://aphtalcisse.tg/,Blog,48,34
Vous pouvez aussi faire des dons en nature et en espèces directement au Centre Eulis,miate ŋu esiawo hã le Eulis faa,https://leschroniquesdetchonte.com/,Blog,15,7
"Pendant tout ce temps, Salman Khan travaillait dans un fonds d'investissement et avait un diplôme de MIT (Massachusetts Institute of Technology) et un MBA de Harvard,","le ɣeyiyi mawo katã me Salman Khan le dɔ wɔm le dɔwɔƒe aɖe eye woɖo MIT (Massachusetts Institute of Technology) kple Havard MBA ƒe ɖaseɖigbãlɛwo,",https://leschroniquesdetchonte.com/,Blog,26,25
Alors imaginez le scandale si une fille tombe enceinte sans être mariée à  cette époque là,Ke azɔ̃ la misusui alesi woanye nuklikli le eyiyima me ne nyɔnuvia fɔfu ne me ɖe srɔ̃ o,https://leschroniquesdetchonte.com/,Blog,16,18
Elle se repose pour le moment en salle de réanimation,ele dzudzɔm ɖe eme fifia le amefɔ̃ƒexɔame,https://leschroniquesdetchonte.com/,Blog,10,7
"Et au fil des ans, les habitants de la Côte d'Or doivent ensuite lutter pour acquérir leur indépendance,",eye le ƒe geɖewo mela Ghanatɔwo wɔ avu na abloɖenyenye,https://leschroniquesdetchonte.com/,Blog,18,10
"""Eh bien par fierté, je veux que l'Afrique, par sa langue, soit présente demain au rendez-vous universel du donner et du recevoir. """,adzɔdzi nam be Afrika hã natsɔ eƒe kpekpeɖeŋu va le xexea tsutsume to eƒe gbe dzi,https://ellecitoyenne.com/,"Blog, News",23,16
Un Directeur des Ressources Humaines incapable de gérer ses ressources sexuelles personnelles est-il digne de confiance ,"ne dɔwɔtɔnyadzikpɔla mete ŋu le eƒe atamenyawo wɔm nyuie o la, ate ŋu akpɔ dɔnyawo gbɔa?",https://aphtalcisse.tg/,Blog,16,16
"Pleine de rêves et de bonnes intentions, je me demandais comment côtoyer des jeunes pour leur transmettre l'envie d'apprendre,",menɔa ɖokuinye biam alesi mawɔ kple nye susu kpakple tame susu nyewo afianu sɔhɛ siwo dzro be yewoasrɔ̃ nu ,https://leschroniquesdetchonte.com/,Blog,19,19
"Je me demande vraiment combien de femmes se posent la question,",mebia ɖokuinye be nyɔnu nenie wɔa biabia sia,https://leschroniquesdetchonte.com/,Blog,11,8
"J’ai regardé une vidéo de Mufti Menk sur le fait d’être hanté par son passé, et ça m’a fait penser à un passage que j’ai lu dans le Coran",mekpɔ mufti ƒe tata aɖe si gblɔ ale si miaƒe tsɔ me nɔa mia ŋu :ɖae eye woɖo ŋuku nane dzi nam le korã me,https://leschroniquesdetchonte.com/,Blog,29,25
"J'ai aussi eu de belles rencontres et une belle amitié,",medo go ame bubuwo kple xlɔ̃ yeye,https://leschroniquesdetchonte.com/,Blog,10,7
"Je trouve que certaines informations ont été répétées inutilement plusieurs fois, comme si les écrivains cherchaient juste à augmenter le nombre de mots",nyanyanana ɖekaƒomevi aɖewo le eme abe ɖee wole didim be nyakpewo na sɔgbɔ ene le agbalẽa me,https://leschroniquesdetchonte.com/,Blog,23,17
Cliquez pour partager sur Twitter(ouvre dans une nouvelle fenêtre) Cela implique une réflexion profonde qui doit être menée par des personnes extérieures à la machine administrative. ,ele be amesiwo bubu siwomele dziɖuɖua me o la nabu tame le eŋu,https://ellecitoyenne.com/,"Blog, News",26,13
"Mais ce que Shams a surtout fait, c'est d'ouvrir encore plus le coeu r de Rà»mi à  l'amour,","gake nusi Shams gawo wu la , enye be eʋu Rémi ƒe dzi na lɔlɔ̃",https://leschroniquesdetchonte.com/,Blog,18,15
"Les élèves dans des zones défavorisées pourront partager ces tablettes et on pourrait même enregistrer les vidéos pour les zones où internet est difficile d'accès,",sukuvi siwo le teƒe si nunyuiwo ʋe ɖo la ateŋu mã tablette siawo et woateŋu awɔ nɔnɔmetatwo le teƒe siwo yaʋala mele o,https://leschroniquesdetchonte.com/,Blog,25,23
"La femme musulmane pieuse ne devrait pas rire, ne devrait s’amuser d’aucune manière, etc","mɔslɛmnyɔnu dzadze la mako nu o, mafe kple ame aɖeke o...",https://leschroniquesdetchonte.com/,Blog,14,11
"""Dans les conversations quotidiennes, il arrive d'entendre ces phrases qui sont présentées comme des plaisanteries, mais qui dans le fond n'ont rien de drôle. """,miesea gbesiagbe ƒe dzeɖoɖo aɖewo si le abe fefenya ene gake mnhye fefe ò,https://ellecitoyenne.com/,"Blog, News",25,14
"Irokotv c'est comme nous,",Iroko le abe miawo ene,https://leschroniquesdetchonte.com/,Blog,4,5
term=Centre%20Eulis,term=Centre%20Eulis,https://leschroniquesdetchonte.com/,Blog,1,1
"En vrai, elle l'a plutôt édité parce que le contenu est une collection de plusieurs avis de professionnels du monde créatif,","le nyateƒe  me la , eŋlɔe elabe enye ame geɖewo ƒe nukpɔ susuwo",https://leschroniquesdetchonte.com/,Blog,21,13
"« Onze minutes » nous entraà®ne dans une histoire qui parle d'amour, de sexualité, de rêves, de corps, d'âme, mais chacun a un rapport personnel aux livres qu'il lit,","« Onze minutes » le nuƒom tso lɔlɔ̃, gbɔdɔdɔ, susuwo, ŋutilã gake wokatã ɖo kadodoaɖe kple agbãlɛ siwo woxlẽ",https://leschroniquesdetchonte.com/,Blog,29,19
J’ai tourné les yeux vers maman Christine,metrɔ ɖe mama christine ŋu,https://aphtalcisse.tg/,Blog,7,5
"La capacité du Covid-19 à envahir le bulbe olfactif et le système nerveux central permet d’expliquer la fréquence associée des troubles du goût”, a expliqué le chef du service otorhinolaryngologie",teƒesia xɔxɔe nana be wobua nuvivi sese kple ʋeʋẽsese,https://l-frii.com/,News,30,9
Je recevais déjà des dons spontanés mais maintenant je veux rendre ça un peu mieux structuré,amewo nana nu mi gake fifia medzi be ɖoɖo nanɔ eŋu,https://leschroniquesdetchonte.com/,Blog,16,11
"Partageant sa peine et son désespoir,",mã eƒe mɔkpɔkpɔ buɖe ame kple veve sese,https://leschroniquesdetchonte.com/,Blog,6,8
"""  Immédiatement à la sortie des écoles normales, les jeunes enseignants sont affectés ""€“ dans des coins enclavés pour la plupart. ""","nenye be wowu tsutsuɖo la nu ko la ,woɖoa njufiala yeyeawo ɖe dua ƒe kɔƒe didi aɖewo me",https://ellecitoyenne.com/,"Blog, News",22,18
Je vous ai tous dit d'interdire au serpent d'avaler mes oeufs et vous dites que cela ne vous concerne pas.,Megblɔ na mia katã be mia gbe na da be naganɔ nye aziwo mim o eye mibe meka yewo o.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,20,20
"Ma soeur va m'acheter les légumes,",Danye aƒle amagbeawo nam,TakwimuLab,Daily lfe,6,4
"

Elle posa sa main sur le poignet de son vis-à-vis, inspira encore profondément, luttant contre la larme qui naissait, avant de desserrer ses lèvres :

Ecoute, Jean, je crois qu’il vaut mieux ne rien dire, dit-elle exaspérée","edze alɔnu na evelia hafi vlu nuyiwo hegblɔ bena, anyop na wo be nagagblɔ nya aɖeke o , Jean",https://aphtalcisse.tg/,Blog,37,19
Tel est le principal enseignement que je tire de cette expérience. ,nusrɔ̃srɔ̃ si meɖe tso numetoto sia me enye sia ,https://ellecitoyenne.com/,"Blog, News",11,9
"Nous devions plus tard être rejoints par ma soeu r et son fils Marc Antoine, et Maika, une jeune passionnée de lecture et sa grande soeu r,","nɔvinye kple via Marc Antoine, kpakple Maika sinye sɔhɛ si nuxexlẽ dzɔa dzi na la kple nɔvia woava kpe mi ",https://leschroniquesdetchonte.com/,Blog,27,20
"""Le leucoderme ou Blanc devient l'ennemi, et quiconque des Africains qui ne se range pas derriere la Squadra negra"" est considéré comme un Negre de maison. """,ketɔ la  enye yevuwo eye wobua  Afrikatɔ ɖesiɖe si meda asi ɖe eƒe ɖoɖowo dzi o la abe gbemelã ene,https://ellecitoyenne.com/,"Blog, News",27,20
Le vautour et le calao n’écoutèrent pas la poule et partirent au ciel de leur vol lourd.,Kãga kple kalao wome se koklo ƒe nya o eye wodzo kpekpe aɖe yi dziƒo.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,17,15
" Le soleil dévoilait sa splendeur, et prédisait une douce chaleur tout au long de la journée",ɣe si le keklem dze be dzodzo vie awɔ ŋkeke sia,https://aphtalcisse.tg/,Blog,16,11
"Présenté début septembre, le milieu de terrain bosnien s’est dit très heureux de signer dans l’un des plus grands clubs du monde",eya si woɖe fia la anyɔnyɔ ƒe gɔmedzedze la gblɔ be enye dzidzɔ na ye be yege ɖe ha gãtɔ le xexeame la me,https://l-frii.com/,News,22,24
"""La vérité est que nous montrons aux personnes noires et foncées que la société ne veut pas d'elles Il est grand temps de réparer et de guérir de ce racisme ou colorisme, de cette dépréciation de nous-mêmes que nous reproduisons systématiquement, (consciemment ou non) et que nous expérimentons à tout âge et dans toutes les spheres de la société. """,wodi be mianye ame to vovo,https://ellecitoyenne.com/,"Blog, News",60,6
"Moi, je suis là, en train de pleurer la mort de la Reine Mère.",Nyeya mele afisia le fiasigã ƒe ku fam.,https://carnet-de-contes.jimdofree.com/contes/contes-africains/,Tales,14,8
"Maintenant, je sais que pour ma propre santé mentale, et pour me sentir légitime dans mes prises de parole, il faut que j’établisse des priorités: le travail au Centre Eulis directement, et ma santé","Fifia la, na nye lamesẽ ta la, kple ɖoɖo nyui na dɔwɔƒea ta la ehiã be mana ɖoƒe nuawo",https://leschroniquesdetchonte.com/,Blog,34,19
"Et Ange-Ulrich semble prêt à  tout pour détruire la vie de son frère,",eye Ange Ulrich ɖoe be yeagblẽ nɔvia ƒe agbe,https://leschroniquesdetchonte.com/,Blog,13,9
"""Sous"" nos cieux, les médias publics sont à la solde du régime en place. """,mia ŋtɔwo miekpɔe be dziɖuɖua ƒe nya nyui ko fioha nyakakadɔwɔƒewo gblɔna,https://ellecitoyenne.com/,"Blog, News",15,12
Je ne sais pas comment cet enchaînement de situations a été possible mais je sais qu’on doit tous partir,nyemese ale si nu siawo dzɔ ɖe wonɔewo nu la gɔme o ke menyae mia katã gbɔna dzodzo ge,https://leschroniquesdetchonte.com/,Blog,19,19
On eut dit que les éléments de la nature s'étaient associés à la fête. ,wogblɔ be mawuwo ŋutɔ hã da asi ɖe azãɖuɖu sia dzi,https://ellecitoyenne.com/,"Blog, News",14,11
Je suis rentré directement dans ma chambre,megeɖe xɔnye me enumake,https://aphtalcisse.tg/,Blog,7,4
"tu ne t’inclineras pas devant des statues de ce genre, tu ne les adoreras pas (…) » J’avais du mal à appréhender le concept de la Trinité, le Dieu unique en trois personnes : le Père, le Fils et le Saint-Esprit",made ta agu na kpetata mawo aɖeke oe,https://leschroniquesdetchonte.com/,Blog,41,8
Alors quoi de neuf ?,nu kae dzɔ?,https://aphtalcisse.tg/,Blog,5,3
"Sans elle, j'aurais raté l'occasion de rencontrer cette femme merveilleuse et la coach Khady qui l'accompagnait,","ne meli o la, nye mado go nyɔnu nyuie sia kple Khady nufiala si kplɔe ɖo o",https://leschroniquesdetchonte.com/,Blog,16,17
Il peut être très enrichissant d’être en couple avec une personne différente de nous,nu nyui woanye ne mieɖe ame si mesɔ kpli mi o lae,https://l-frii.com/,News,14,12
Elle promet d’informer leur supérieur hiérarchique,edo ŋugbe be yagblɔe na yewo ƒe tatɔ la,https://leschroniquesdetchonte.com/,Blog,6,9
"Parfois on sous-estime les difficultés de celles et ceux qui ne sont ni blancs, ni noirs €“ mais les deux peut-être €“ dans un monde qui aime ranger les gens dans des boites,",ɣeaɖewoyi womekpɔ amesiwo menye yevu alo ameyibɔ ɖe naneke nu o ,https://leschroniquesdetchonte.com/,Blog,33,11
"En deuxième partie, on découvre des propos recueillis directement auprès de Tierno Bokar, des leçons pour ses élèves mais aussi pour tous ceux qui auront l'occasion de lire ce livre,","le akpa evelia woakpɔ Tierno Bokar ƒe nuƒoƒowo, nusɔsrɔ̃ na eƒe sukuviwo kple amesiwo katã axlẽ agbãlɛ sia",https://leschroniquesdetchonte.com/,Blog,30,18
"Je suis installée dans le sofa, devant l'immense écran de télévision,","menɔ sofa, le didiƒe nukpɔmɔ la ŋukume",https://leschroniquesdetchonte.com/,Blog,11,7
"à‡a ne me surprendrait pas que je m'y installe plus tard,",mawɔ moyaa nam be mava tsi afima emegbe o,https://leschroniquesdetchonte.com/,Blog,11,9
